#TAP_Pax3_MB_peaks Enhancers
#Created from DYSE_OUT_1906232025_2/ROSE_OUTPUT/TAP_Pax3_MB_peaks/TAP_Pax3_MB_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by myobH3K27ac.bam
#Using cutoff of 129.1811 for Super-Enhancers
#Created on Jun 23 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	myobH3K27ac.bam	Input_MB.bam	enhancerRank	isSuper
1_TAP_Pax3_MB_peak_768_lociStitched	chr4	64497847	64497993	1	147	29990.5024	21140.654	1	1
1_TAP_Pax3_MB_peak_1089_lociStitched	chr9	24541977	24542161	1	185	38260.0032	32446.6888	2	1
2_TAP_Pax3_MB_peak_1095_lociStitched	chr9	37232652	37236257	2	202	4293.1945	461.44	3	1
2_TAP_Pax3_MB_peak_445_lociStitched	chr16	18460056	18462239	2	224	2449.7626	279.2057	4	1
2_TAP_Pax3_MB_peak_1106_lociStitched	chr9	65196566	65201838	2	254	2240.6	526.1456	5	1
1_TAP_Pax3_MB_peak_812_lociStitched	chr4_GL456216_random	49121	49400	1	280	3176.7498	2246.8149	6	1
1_TAP_Pax3_MB_peak_258_lociStitched	chr12	67059182	67059821	1	640	12058.1217	11182.2444	7	1
2_TAP_Pax3_MB_peak_676_lociStitched	chr2	145737457	145749876	2	210	1998.2171	1530.0208	8	1
1_TAP_Pax3_MB_peak_703_lociStitched	chr3	56575444	56575789	1	346	3155.577	2739.6795	9	1
1_TAP_Pax3_MB_peak_894_lociStitched	chr6	54369999	54370091	1	93	319.9208	19.872	10	1
1_TAP_Pax3_MB_peak_259_lociStitched	chr12	71898449	71898547	1	99	318.255	21.0308	11	1
1_TAP_Pax3_MB_peak_220_lociStitched	chr11	116814646	116814737	1	92	287.8057	5.1324	12	1
1_TAP_Pax3_MB_peak_61_lociStitched	chr1	138515519	138515626	1	108	281.8915	18.0616	13	1
2_TAP_Pax3_MB_peak_825_lociStitched	chr5	36165893	36174669	2	216	1263.744	1016.2608	14	1
1_TAP_Pax3_MB_peak_593_lociStitched	chr19	47442117	47442217	1	101	228.43	20.56	15	1
1_TAP_Pax3_MB_peak_596_lociStitched	chr19	53800733	53800838	1	106	218.4735	23.1525	16	1
1_TAP_Pax3_MB_peak_482_lociStitched	chr16	91764946	91765065	1	120	178.4167	14.9107	17	1
1_TAP_Pax3_MB_peak_811_lociStitched	chr4	155114156	155114247	1	92	164.164	6.7704	18	1
1_TAP_Pax3_MB_peak_361_lociStitched	chr14	48246400	48246528	1	129	173.5808	34.2656	19	1
